                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    135,                0.49843,                0.32124,                0.80892,                0.99598,                0.99761,                0.99482,                0.90616,                0.49206,                0.31146,                0.80413,             0.00075196,             0.00075196,             0.00075196
                    136,                0.48151,                0.31227,                0.80475,                0.99513,                0.99739,                0.99481,                0.90611,                0.49723,                0.31083,                0.80561,             0.00074691,             0.00074691,             0.00074691
                    137,                0.52934,                0.33136,                0.80584,                0.99513,                0.99739,                0.99481,                0.90611,                0.49723,                0.31083,                0.80561,             0.00074186,             0.00074186,             0.00074186
                    138,                 0.5077,                0.32727,                0.81923,                0.99589,                0.99738,                0.99481,                0.91054,                0.48734,                0.31003,                0.80466,              0.0007368,              0.0007368,              0.0007368
                    139,                0.50707,                 0.3208,                0.81083,                0.99619,                0.99725,                0.99482,                0.90485,                0.50058,                0.31187,                0.80577,             0.00073175,             0.00073175,             0.00073175
                    140,                0.51099,                0.32019,                0.80584,                0.99567,                 0.9972,                0.99481,                0.90113,                0.51353,                0.31854,                0.80653,              0.0007267,              0.0007267,              0.0007267
                    141,                0.53014,                0.32841,                0.81367,                0.99567,                 0.9972,                0.99481,                0.90113,                0.51353,                0.31854,                0.80653,             0.00072164,             0.00072164,             0.00072164
                    142,                0.52864,                0.33349,                0.80859,                0.99491,                0.99732,                0.99477,                0.89704,                 0.5257,                0.32633,                0.80808,             0.00071659,             0.00071659,             0.00071659
                    143,                0.46019,                0.30535,                0.81619,                0.99506,                0.99769,                0.99475,                0.90269,                0.50481,                0.31792,                0.80764,             0.00071154,             0.00071154,             0.00071154
                    144,                0.50923,                 0.3219,                0.81645,                0.99503,                0.99782,                0.99472,                  0.907,                0.49277,                0.31324,                0.80611,             0.00070649,             0.00070649,             0.00070649
                    145,                0.53074,                0.32815,                0.80308,                0.99503,                0.99782,                0.99472,                  0.907,                0.49277,                0.31324,                0.80611,             0.00070143,             0.00070143,             0.00070143
                    146,                0.51073,                0.33003,                0.81156,                0.99529,                0.99778,                0.99478,                0.90887,                0.49228,                0.31255,                0.80569,             0.00069638,             0.00069638,             0.00069638
                    147,                0.50416,                0.31767,                0.80802,                0.99543,                0.99775,                0.99488,                0.90923,                0.49217,                0.30982,                0.80457,             0.00069133,             0.00069133,             0.00069133
                    148,                 0.5288,                 0.3277,                0.81632,                0.99554,                0.99756,                0.99492,                0.90533,                0.50611,                0.31186,                0.80411,             0.00068628,             0.00068628,             0.00068628
                    149,                0.50514,                0.32014,                0.81277,                0.99554,                0.99756,                0.99492,                0.90533,                0.50611,                0.31186,                0.80411,             0.00068122,             0.00068122,             0.00068122
                    150,                0.49996,                0.31803,                0.81088,                0.99749,                0.99749,                0.99492,                0.90529,                0.49936,                0.30711,                0.80248,             0.00067617,             0.00067617,             0.00067617
                    151,                0.51749,                0.33104,                0.80748,                0.99423,                0.99647,                0.99492,                0.90313,                  0.499,                0.30608,                0.80317,             0.00067112,             0.00067112,             0.00067112
                    152,                0.51644,                0.32605,                   0.81,                0.99678,                0.99196,                 0.9949,                 0.9059,                0.49103,                0.30507,                0.80369,             0.00066607,             0.00066607,             0.00066607
                    153,                0.50044,                0.32122,                0.82079,                0.99678,                0.99196,                 0.9949,                 0.9059,                0.49103,                0.30507,                0.80369,             0.00066101,             0.00066101,             0.00066101
                    154,                0.53931,                0.33493,                0.82095,                0.99638,                0.99213,                0.99488,                0.90649,                0.49356,                0.30713,                0.80356,             0.00065596,             0.00065596,             0.00065596
                    155,                0.49454,                0.30983,                0.80634,                0.99613,                0.99271,                0.99486,                0.90108,                0.51096,                0.31207,                0.80503,             0.00065091,             0.00065091,             0.00065091
                    156,                0.51812,                0.31842,                0.81158,                0.99735,                0.99448,                0.99488,                0.90097,                0.51073,                0.30932,                0.80637,             0.00064586,             0.00064586,             0.00064586
                    157,                0.51618,                 0.3185,                0.81044,                0.99735,                0.99448,                0.99488,                0.90097,                0.51073,                0.30932,                0.80637,              0.0006408,              0.0006408,              0.0006408
                    158,                0.50689,                0.31467,                0.80464,                0.99663,                 0.9986,                0.99492,                0.90715,                0.49516,                0.30365,                0.80439,             0.00063575,             0.00063575,             0.00063575
                    159,                0.50714,                0.31399,                0.80652,                0.99737,                0.99891,                0.99492,                0.90328,                 0.5017,                 0.3046,                 0.8043,              0.0006307,              0.0006307,              0.0006307
                    160,                0.48634,                0.29893,                0.81327,                0.99746,                0.99822,                0.99484,                0.90732,                 0.4911,                0.30199,                0.80397,             0.00062565,             0.00062565,             0.00062565
                    161,                0.48574,                 0.2983,                0.80366,                0.99746,                0.99822,                0.99484,                0.90732,                 0.4911,                0.30199,                0.80397,             0.00062059,             0.00062059,             0.00062059
                    162,                 0.5119,                0.31555,                0.80712,                0.99925,                0.99632,                 0.9948,                0.90861,                0.48801,                0.30754,                0.80401,             0.00061554,             0.00061554,             0.00061554
                    163,                0.48928,                0.31477,                0.80529,                0.99765,                0.99612,                0.99477,                0.90113,                0.50874,                0.31605,                0.80522,             0.00061049,             0.00061049,             0.00061049
                    164,                0.47856,                0.30253,                0.80756,                0.99716,                 0.9941,                0.99477,                0.90106,                0.50688,                0.31548,                0.80582,             0.00060544,             0.00060544,             0.00060544
                    165,                0.49277,                0.30724,                0.81685,                0.99716,                 0.9941,                0.99477,                0.90106,                0.50688,                0.31548,                0.80582,             0.00060038,             0.00060038,             0.00060038
                    166,                0.50111,                0.30422,                0.81118,                0.99681,                0.99281,                0.99481,                0.90578,                0.48653,                 0.3069,                0.80515,             0.00059533,             0.00059533,             0.00059533
                    167,                0.49295,                0.31306,                0.80456,                0.99674,                0.99198,                0.99482,                0.90615,                0.48506,                0.30631,                0.80426,             0.00059028,             0.00059028,             0.00059028
                    168,                0.50186,                0.31224,                0.80165,                0.99679,                0.99167,                0.99478,                0.90772,                0.48411,                0.30711,                0.80272,             0.00058523,             0.00058523,             0.00058523
                    169,                0.52551,                0.31992,                 0.8045,                0.99679,                0.99167,                0.99478,                0.90772,                0.48411,                0.30711,                0.80272,             0.00058017,             0.00058017,             0.00058017
                    170,                0.49968,                0.30484,                 0.8027,                0.99688,                0.99163,                0.99468,                0.90667,                0.48598,                0.30495,                0.80231,             0.00057512,             0.00057512,             0.00057512
                    171,                0.50553,                 0.3116,                0.80141,                0.99685,                0.99177,                0.99466,                0.90741,                0.48177,                0.30134,                0.80188,             0.00057007,             0.00057007,             0.00057007
                    172,                 0.4988,                0.30454,                0.81011,                0.99678,                0.99163,                0.99468,                0.90576,                0.48693,                0.30468,                0.80255,             0.00056502,             0.00056502,             0.00056502
                    173,                0.47686,                0.30146,                0.80226,                0.99678,                0.99163,                0.99468,                0.90576,                0.48693,                0.30468,                0.80255,             0.00055996,             0.00055996,             0.00055996
                    174,                0.50229,                0.31119,                0.80742,                0.99678,                0.99173,                 0.9947,                0.90558,                0.48802,                0.30595,                0.80209,             0.00055491,             0.00055491,             0.00055491
                    175,                0.51304,                0.30973,                 0.8088,                0.99677,                0.99159,                0.99477,                0.90926,                 0.4822,                0.30247,                  0.802,             0.00054986,             0.00054986,             0.00054986
                    176,                 0.4828,                0.30164,                0.80036,                0.99583,                0.99588,                0.99493,                0.90746,                 0.4854,                0.29997,                0.80195,             0.00054481,             0.00054481,             0.00054481
                    177,                 0.5079,                0.30479,                0.81148,                0.99583,                0.99588,                0.99493,                0.90746,                 0.4854,                0.29997,                0.80195,             0.00053975,             0.00053975,             0.00053975
                    178,                0.49688,                0.30265,                0.80424,                0.99544,                0.99691,                0.99493,                0.90853,                0.47924,                0.29733,                 0.8012,              0.0005347,              0.0005347,              0.0005347
                    179,                0.48488,                0.29792,                0.81092,                0.99622,                0.99433,                 0.9949,                0.91092,                0.47015,                0.29145,                0.80171,             0.00052965,             0.00052965,             0.00052965
                    180,                0.46906,                0.28759,                0.80699,                0.99562,                 0.9934,                0.99479,                0.90858,                0.48536,                 0.2964,                0.80251,              0.0005246,              0.0005246,              0.0005246
                    181,                0.50118,                0.30592,                0.80654,                0.99562,                 0.9934,                0.99479,                0.90858,                0.48536,                 0.2964,                0.80251,             0.00051954,             0.00051954,             0.00051954
                    182,                 0.4749,                0.29556,                0.80828,                0.99573,                0.99302,                0.99471,                0.90405,                0.50209,                0.30097,                0.80368,             0.00051449,             0.00051449,             0.00051449
                    183,                0.50521,                0.29997,                0.80579,                0.99635,                0.99362,                0.99479,                0.90876,                0.48027,                0.29387,                0.80221,             0.00050944,             0.00050944,             0.00050944
                    184,                0.51015,                0.30356,                0.81083,                0.99585,                0.99632,                0.99479,                0.91373,                0.46905,                0.29044,                 0.8003,             0.00050439,             0.00050439,             0.00050439
                    185,                0.44785,                0.28241,                0.80222,                0.99585,                0.99632,                0.99479,                0.91373,                0.46905,                0.29044,                 0.8003,             0.00049933,             0.00049933,             0.00049933
                    186,                0.45784,                0.28284,                0.80077,                0.99874,                0.99937,                0.99483,                0.91123,                0.48767,                0.29321,                0.80062,             0.00049428,             0.00049428,             0.00049428
                    187,                0.51989,                0.30512,                0.80722,                0.99844,                0.99913,                0.99483,                0.91105,                0.48588,                0.29089,                0.80011,             0.00048923,             0.00048923,             0.00048923
                    188,                0.51482,                0.30216,                0.80703,                0.99794,                0.99924,                0.99482,                 0.9121,                0.47395,                0.28742,                0.80043,             0.00048418,             0.00048418,             0.00048418
                    189,                0.49182,                0.29538,                0.80661,                0.99794,                0.99924,                0.99482,                 0.9121,                0.47395,                0.28742,                0.80043,             0.00047912,             0.00047912,             0.00047912
                    190,                0.49875,                 0.3007,                0.80158,                0.99818,                0.99873,                0.99482,                 0.9117,                0.47004,                0.28517,                0.80055,             0.00047407,             0.00047407,             0.00047407
                    191,                0.48751,                0.29133,                0.80057,                0.99775,                0.99746,                0.99482,                0.90883,                0.47611,                0.28588,                0.80049,             0.00046902,             0.00046902,             0.00046902
                    192,                0.49332,                0.29764,                 0.8049,                0.99882,                0.99721,                0.99482,                0.90875,                0.47796,                0.28584,                0.80049,             0.00046397,             0.00046397,             0.00046397
                    193,                0.48242,                0.28907,                0.80278,                0.99882,                0.99721,                0.99482,                0.90875,                0.47796,                0.28584,                0.80049,             0.00045891,             0.00045891,             0.00045891
                    194,                0.46107,                0.28606,                0.80363,                0.99882,                0.99716,                0.99482,                0.91085,                0.47321,                0.28607,                0.80007,             0.00045386,             0.00045386,             0.00045386
                    195,                0.47039,                0.28518,                0.80228,                0.99762,                0.99856,                0.99485,                0.91316,                0.47515,                0.28606,                0.80019,             0.00044881,             0.00044881,             0.00044881
                    196,                0.47586,                0.28695,                 0.8024,                0.99833,                 0.9989,                 0.9949,                0.91421,                0.47601,                0.28591,                0.80044,             0.00044376,             0.00044376,             0.00044376
                    197,                0.49966,                0.29485,                0.80416,                0.99833,                 0.9989,                 0.9949,                0.91421,                0.47601,                0.28591,                0.80044,              0.0004387,              0.0004387,              0.0004387
                    198,                0.48632,                0.29238,                0.79361,                0.99914,                0.99913,                0.99494,                0.91425,                0.47455,                0.28703,                0.80076,             0.00043365,             0.00043365,             0.00043365
                    199,                0.49031,                0.29249,                0.80259,                0.99944,                0.99939,                0.99494,                0.91473,                0.46845,                0.28242,                0.80042,              0.0004286,              0.0004286,              0.0004286
                    200,                0.51537,                0.30463,                0.81024,                0.99919,                0.99955,                0.99493,                0.91307,                 0.4699,                0.28174,                0.79986,             0.00042355,             0.00042355,             0.00042355
                    201,                0.48184,                 0.2954,                0.80408,                0.99919,                0.99955,                0.99493,                0.91307,                 0.4699,                0.28174,                0.79986,             0.00041849,             0.00041849,             0.00041849
                    202,                0.48222,                0.29065,                0.80297,                0.99901,                0.99892,                0.99494,                0.91271,                0.47061,                0.28371,                0.79951,             0.00041344,             0.00041344,             0.00041344
                    203,                0.47377,                0.28701,                0.80345,                0.99911,                0.99835,                0.99495,                0.91423,                0.46526,                0.28333,                0.79936,             0.00040839,             0.00040839,             0.00040839
                    204,                0.48226,                0.29252,                0.80566,                0.99902,                0.99848,                0.99493,                 0.9158,                0.46202,                0.28009,                0.79885,             0.00040334,             0.00040334,             0.00040334
                    205,                0.46918,                0.28102,                0.79914,                0.99902,                0.99848,                0.99493,                 0.9158,                0.46202,                0.28009,                0.79885,             0.00039828,             0.00039828,             0.00039828
                    206,                0.47792,                0.28812,                0.80619,                0.99945,                0.99887,                0.99488,                0.91491,                0.46435,                0.27962,                0.79878,             0.00039323,             0.00039323,             0.00039323
                    207,                0.46239,                0.28493,                0.80003,                 0.9993,                  0.999,                0.99484,                0.91416,                 0.4709,                0.28099,                0.79962,             0.00038818,             0.00038818,             0.00038818
                    208,                0.46415,                 0.2899,                0.79877,                 0.9993,                0.99904,                0.99481,                0.91473,                0.47406,                0.28362,                0.80031,             0.00038313,             0.00038313,             0.00038313
                    209,                0.49532,                0.29113,                0.80554,                 0.9993,                0.99904,                0.99481,                0.91473,                0.47406,                0.28362,                0.80031,             0.00037807,             0.00037807,             0.00037807
                    210,                0.50634,                0.29845,                0.80963,                0.99937,                0.99919,                0.99483,                0.91523,                0.46875,                0.28272,                0.79981,             0.00037302,             0.00037302,             0.00037302
                    211,                0.47412,                0.28586,                0.80731,                0.99934,                0.99931,                0.99485,                0.91618,                0.46381,                0.27915,                0.79891,             0.00036797,             0.00036797,             0.00036797
                    212,                0.47551,                0.28621,                0.79808,                 0.9994,                0.99941,                0.99488,                0.91513,                0.46807,                0.28108,                0.79973,             0.00036291,             0.00036291,             0.00036291
                    213,                0.46822,                0.28357,                0.80337,                 0.9994,                0.99941,                0.99488,                0.91513,                0.46807,                0.28108,                0.79973,             0.00035786,             0.00035786,             0.00035786
                    214,                0.47947,                0.28926,                 0.8025,                0.99939,                0.99941,                 0.9949,                0.91351,                0.47389,                0.28074,                0.80066,             0.00035281,             0.00035281,             0.00035281
                    215,                0.48662,                0.28591,                 0.8004,                0.99961,                0.99969,                0.99489,                0.91277,                0.47249,                0.28065,                0.80019,             0.00034776,             0.00034776,             0.00034776
                    216,                0.48032,                0.28857,                0.80207,                0.99954,                0.99966,                0.99489,                 0.9149,                0.46587,                0.27876,                0.79965,              0.0003427,              0.0003427,              0.0003427
                    217,                0.43373,                0.26747,                0.80022,                0.99954,                0.99966,                0.99489,                 0.9149,                0.46587,                0.27876,                0.79965,             0.00033765,             0.00033765,             0.00033765
                    218,                0.46558,                0.27713,                0.80617,                0.99944,                0.99964,                0.99489,                0.91628,                0.45914,                0.27645,                0.79898,              0.0003326,              0.0003326,              0.0003326
                    219,                0.45798,                0.27726,                0.79996,                0.99931,                0.99964,                0.99488,                0.91556,                0.46277,                0.27669,                0.79965,             0.00032755,             0.00032755,             0.00032755
                    220,                0.47258,                0.29268,                0.80645,                0.99932,                0.99969,                0.99486,                0.91595,                0.46817,                0.27846,                0.80064,             0.00032249,             0.00032249,             0.00032249
                    221,                0.45083,                0.27427,                0.80588,                0.99932,                0.99969,                0.99486,                0.91595,                0.46817,                0.27846,                0.80064,             0.00031744,             0.00031744,             0.00031744
                    222,                0.47793,                0.28799,                0.80295,                0.99924,                0.99963,                0.99485,                0.91557,                0.47112,                0.28232,                0.80105,             0.00031239,             0.00031239,             0.00031239
                    223,                 0.4499,                0.28318,                0.80107,                0.99918,                 0.9996,                0.99486,                0.91566,                 0.4696,                0.28377,                0.80077,             0.00030734,             0.00030734,             0.00030734
                    224,                0.49411,                0.30045,                0.80786,                0.99933,                0.99938,                0.99488,                0.91661,                0.46506,                0.27705,                0.79982,             0.00030228,             0.00030228,             0.00030228
                    225,                0.48351,                0.28792,                0.80026,                0.99933,                0.99938,                0.99488,                0.91661,                0.46506,                0.27705,                0.79982,             0.00029723,             0.00029723,             0.00029723
                    226,                0.45231,                0.27385,                0.79884,                 0.9968,                0.99847,                0.99491,                0.91864,                0.45898,                0.27398,                0.79926,             0.00029218,             0.00029218,             0.00029218
                    227,                0.47799,                0.28835,                0.79926,                0.99807,                0.99515,                0.99493,                0.91808,                 0.4541,                0.27445,                0.79917,             0.00028713,             0.00028713,             0.00028713
                    228,                 0.4746,                0.28553,                0.79956,                0.99773,                0.99491,                 0.9949,                0.91782,                0.45596,                0.27571,                0.79906,             0.00028207,             0.00028207,             0.00028207
                    229,                0.47423,                0.28326,                0.79961,                0.99773,                0.99491,                 0.9949,                0.91782,                0.45596,                0.27571,                0.79906,             0.00027702,             0.00027702,             0.00027702
                    230,                0.46661,                0.28452,                0.80267,                 0.9975,                0.99426,                0.99486,                0.91583,                0.46237,                0.27769,                0.79869,             0.00027197,             0.00027197,             0.00027197
                    231,                0.43182,                0.27536,                0.80509,                0.99694,                0.99431,                0.99479,                0.91608,                0.46032,                0.27823,                0.79819,             0.00026692,             0.00026692,             0.00026692
                    232,                0.45068,                0.27295,                0.79442,                  0.997,                0.99426,                0.99475,                0.91788,                 0.4553,                0.27833,                0.79774,             0.00026186,             0.00026186,             0.00026186
                    233,                0.43875,                0.27555,                0.79516,                  0.997,                0.99426,                0.99475,                0.91788,                 0.4553,                0.27833,                0.79774,             0.00025681,             0.00025681,             0.00025681
                    234,                0.46924,                0.28277,                0.80327,                0.99737,                0.99484,                0.99485,                0.91721,                0.45326,                0.27782,                0.79798,             0.00025176,             0.00025176,             0.00025176
                    235,                0.47754,                0.29069,                0.80282,                0.99803,                0.99562,                0.99493,                0.91802,                0.45289,                0.27599,                0.79846,             0.00024671,             0.00024671,             0.00024671
                    236,                0.47051,                0.28027,                0.80476,                0.99891,                0.99929,                0.99493,                0.91838,                0.45338,                0.27174,                0.79835,             0.00024165,             0.00024165,             0.00024165
                    237,                0.48733,                0.28567,                0.80771,                0.99891,                0.99929,                0.99493,                0.91838,                0.45338,                0.27174,                0.79835,              0.0002366,              0.0002366,              0.0002366
                    238,                0.45868,                0.27393,                 0.8033,                0.99949,                0.99962,                0.99493,                0.91921,                0.45545,                0.26866,                0.79803,             0.00023155,             0.00023155,             0.00023155
                    239,                0.46573,                0.27522,                0.79967,                0.99772,                0.99889,                0.99493,                0.91851,                0.45564,                0.26881,                0.79792,              0.0002265,              0.0002265,              0.0002265
                    240,                0.45975,                0.27668,                0.80392,                0.99568,                0.99845,                0.99483,                0.92002,                0.45297,                0.26992,                0.79749,             0.00022144,             0.00022144,             0.00022144
                    241,                0.46983,                0.27849,                0.80132,                0.99568,                0.99845,                0.99483,                0.92002,                0.45297,                0.26992,                0.79749,             0.00021639,             0.00021639,             0.00021639
                    242,                0.46481,                0.27976,                0.80087,                0.99558,                0.99844,                 0.9942,                0.91915,                0.45417,                0.27189,                0.79704,             0.00021134,             0.00021134,             0.00021134
                    243,                0.43589,                0.26445,                  0.796,                0.99558,                0.99844,                0.99409,                0.91949,                0.45479,                0.27254,                0.79688,             0.00020629,             0.00020629,             0.00020629
                    244,                0.47364,                0.29023,                0.79879,                0.99561,                0.99843,                0.99383,                  0.919,                0.45435,                0.27489,                0.79673,             0.00020123,             0.00020123,             0.00020123
                    245,                0.45151,                0.26957,                0.80606,                0.99561,                0.99843,                0.99383,                  0.919,                0.45435,                0.27489,                0.79673,             0.00019618,             0.00019618,             0.00019618
                    246,                0.44693,                0.26868,                0.79594,                0.99564,                0.99842,                 0.9937,                0.91952,                0.45507,                0.27496,                 0.7969,             0.00019113,             0.00019113,             0.00019113
                    247,                0.46607,                0.27411,                0.79615,                0.99566,                0.99841,                0.99397,                0.91962,                0.45611,                0.27322,                0.79713,             0.00018608,             0.00018608,             0.00018608
                    248,                0.45458,                0.26848,                0.79946,                0.99565,                0.99841,                0.99414,                 0.9206,                0.45438,                0.27135,                0.79695,             0.00018102,             0.00018102,             0.00018102
                    249,                0.44306,                0.26246,                0.80213,                0.99565,                0.99841,                0.99414,                 0.9206,                0.45438,                0.27135,                0.79695,             0.00017597,             0.00017597,             0.00017597
                    250,                0.47226,                0.27633,                0.80116,                0.99591,                0.99836,                0.99487,                0.92147,                0.45263,                0.26914,                0.79645,             0.00017092,             0.00017092,             0.00017092
                    251,                0.45146,                0.26914,                0.79394,                0.99905,                0.99919,                0.99493,                0.92145,                0.45287,                0.26756,                0.79611,             0.00016587,             0.00016587,             0.00016587
                    252,                0.45881,                0.27387,                0.80327,                0.99909,                 0.9997,                0.99492,                0.92089,                0.45364,                0.26732,                0.79612,             0.00016081,             0.00016081,             0.00016081
                    253,                0.47572,                0.28434,                0.80359,                0.99909,                 0.9997,                0.99492,                0.92089,                0.45364,                0.26732,                0.79612,             0.00015576,             0.00015576,             0.00015576
                    254,                0.44463,                0.26713,                0.79906,                0.99928,                 0.9997,                0.99492,                0.92143,                0.45425,                0.26725,                0.79624,             0.00015071,             0.00015071,             0.00015071
                    255,                0.44736,                0.26726,                0.79335,                0.99931,                 0.9997,                0.99492,                0.92188,                0.45177,                0.26686,                0.79639,             0.00014566,             0.00014566,             0.00014566
                    256,                0.44296,                 0.2679,                0.80629,                0.99955,                 0.9997,                0.99491,                0.92255,                0.44966,                0.26466,                0.79628,              0.0001406,              0.0001406,              0.0001406
                    257,                0.47059,                0.27716,                0.80021,                0.99955,                 0.9997,                0.99491,                0.92255,                0.44966,                0.26466,                0.79628,             0.00013555,             0.00013555,             0.00013555
                    258,                 0.4661,                0.26943,                0.80222,                0.99958,                 0.9997,                0.99491,                0.92195,                0.44867,                 0.2639,                0.79617,              0.0001305,              0.0001305,              0.0001305
                    259,                0.45416,                 0.2689,                0.80182,                 0.9995,                 0.9997,                0.99491,                0.92207,                0.44641,                0.26271,                0.79616,             0.00012545,             0.00012545,             0.00012545
                    260,                0.43274,                0.25907,                0.79683,                0.99942,                0.99967,                0.99492,                0.92271,                0.44616,                0.26166,                0.79631,             0.00012039,             0.00012039,             0.00012039
                    261,                0.42962,                0.25697,                0.79473,                0.99942,                0.99967,                0.99492,                0.92271,                0.44616,                0.26166,                0.79631,             0.00011534,             0.00011534,             0.00011534
                    262,                 0.4311,                0.25878,                0.79409,                0.99935,                0.99948,                0.99493,                0.92295,                0.44604,                0.26172,                 0.7965,             0.00011029,             0.00011029,             0.00011029
                    263,                0.45391,                0.27677,                0.80052,                0.99936,                 0.9994,                0.99493,                0.92336,                0.44529,                  0.261,                0.79627,             0.00010524,             0.00010524,             0.00010524
                    264,                0.44032,                0.26682,                0.80172,                0.99934,                0.99938,                0.99493,                0.92335,                 0.4456,                0.26236,                0.79619,             0.00010018,             0.00010018,             0.00010018
                    265,                0.45415,                0.26725,                0.79917,                0.99934,                0.99938,                0.99493,                0.92335,                 0.4456,                0.26236,                0.79619,             9.5131e-05,             9.5131e-05,             9.5131e-05
                    266,                0.45384,                0.26639,                 0.7954,                0.99937,                0.99938,                0.99493,                 0.9234,                0.44576,                0.26297,                0.79605,             9.0078e-05,             9.0078e-05,             9.0078e-05
                    267,                0.44628,                0.26145,                0.79692,                0.99944,                0.99939,                0.99493,                0.92383,                0.44563,                0.26262,                0.79629,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    268,                0.45102,                0.26601,                0.79915,                0.99934,                 0.9994,                0.99493,                0.92419,                0.44462,                0.26188,                0.79607,             7.9973e-05,             7.9973e-05,             7.9973e-05
                    269,                0.43818,                 0.2657,                0.80079,                0.99934,                 0.9994,                0.99493,                0.92419,                0.44462,                0.26188,                0.79607,              7.492e-05,              7.492e-05,              7.492e-05
                    270,                0.42665,                0.25622,                0.79388,                0.99935,                0.99944,                0.99494,                0.92412,                0.44347,                0.26128,                0.79587,             6.9868e-05,             6.9868e-05,             6.9868e-05
